"","study.accession","experiment.accession","strain","sample_title","description","cell_line","sample_name","bioproject_id"
"39","DRP002586","DRX022613","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"40","DRP002586","DRX022605","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"41","DRP002586","DRX022504","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"42","DRP002586","DRX022489","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"43","DRP002586","DRX022661","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"44","DRP002586","DRX022551","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"45","DRP002586","DRX022512","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"46","DRP002586","DRX022614","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"47","DRP002586","DRX022709","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"48","DRP002586","DRX022517","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"49","DRP002586","DRX022660","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"50","DRP002586","DRX022683","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"51","DRP002586","DRX022639","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
"52","DRP002586","DRX022488","LC2ad","LC2ad_SingleCell_RNAseq","The LC2/ad lines were acquired from the RIKEN Bio Resource Center under the catalogue numbers of v. The LC2/ad cell lines were cultured in collagen Type I-coated dishes. 10x6 cells were harvested and used for the single-cell RNA-Seq analyses using the C1 system (Fluidigm). Briefly, 96 cells were captured in the flow cells and separated into independent chambers. First-strand cDNA was synthesized and further amplified using the SMARTer system (clontech). Illumina sequencing libraries were constructed using Nextera XT DNA Sample Preparation kit (illumina). After evaluation of the quality and quantity of the constructed RNA-Seq libraries using a BioAnalyzer (Agilent), sequencing was performed on the HiSeq2500 platform with a 100base paired-end read.","LC2/ad","LC2ad_SingleCell_RNAseq","PRJDB2345"
